query_id,query,type,has_adversarial,expected,top1_file,top1_cosine,query_ms,top1_hit,recall_at_1,recall_at_3,recall_at_10,reciprocal_rank,adv_precision_pass,adv_rank_gap,adv_gap_by_type
Q13,How does the broker detect duplicate batches from an idempotent producer?,BEHAVIOURAL,true,storage/src/main/java/org/apache/kafka/storage/internals/log/ProducerStateManager.java,core/src/main/scala/kafka/server/ReplicaManager.scala,0.6016,14,false,0.0000,0.0000,0.0000,0.0000,false,expected_missing,
Q14,How does Kafka guarantee exactly-once delivery for stream-processing applications?,ANTI_PATTERN,false,core/src/main/scala/kafka/coordinator/transaction/TransactionCoordinator.scala|storage/src/main/java/org/apache/kafka/storage/internals/log/ProducerStateManager.java|storage/src/main/java/org/apache/kafka/storage/internals/log/LogValidator.java|core/src/main/scala/kafka/coordinator/transaction/TransactionMarkerChannelManager.scala,metadata/src/main/java/org/apache/kafka/image/loader/MetadataLoader.java,0.5783,13,false,0.0000,0.0000,0.0000,0.0000,,,
Q15,Where in the broker is authentication and authorization implemented?,ANTI_PATTERN,false,core/src/main/scala/kafka/server/AclApis.scala|core/src/main/scala/kafka/server/AuthHelper.scala|core/src/main/scala/kafka/server/DelegationTokenManager.scala|core/src/main/scala/kafka/server/metadata/AclPublisher.scala|core/src/main/scala/kafka/server/metadata/ScramPublisher.scala|core/src/main/scala/kafka/server/metadata/DelegationTokenPublisher.scala,core/src/main/scala/kafka/server/KafkaApis.scala,0.6606,13,false,0.0000,0.0000,0.0000,0.0000,,,
Q16,How does the broker cache an incremental fetch session between consumer requests?,DIRECT_CONCEPT,true,core/src/main/scala/kafka/server/FetchSession.scala,core/src/main/scala/kafka/server/FetchSession.scala,0.6294,12,true,1.0000,1.0000,1.0000,1.0000,true,7,SIBLING=7
Q17,How does the Raft layer represent the current set of voters in the cluster?,DIRECT_CONCEPT,true,raft/src/main/java/org/apache/kafka/raft/VoterSet.java,raft/src/main/java/org/apache/kafka/raft/internals/AddVoterHandler.java,0.6315,13,false,0.0000,0.0000,1.0000,0.2000,true,no_adv_retrieved,
Q18,How does an incoming Produce request flow through the broker from the network thread to the log?,CROSS_CUTTING,true,core/src/main/scala/kafka/server/ReplicaManager.scala,core/src/main/scala/kafka/network/RequestChannel.scala,0.6342,12,false,0.0000,0.0000,0.0000,0.0000,false,expected_missing,
Q19,How does the broker rate-limit individual clients exceeding their configured quota?,CROSS_CUTTING,true,core/src/main/scala/kafka/server/ClientQuotaManager.scala,server/src/main/java/org/apache/kafka/network/SocketServerConfigs.java,0.6020,13,false,0.0000,1.0000,1.0000,0.5000,true,no_adv_retrieved,
Q20,How is a single log segment file structured on disk and accessed by the broker?,DIRECT_CONCEPT,true,storage/src/main/java/org/apache/kafka/storage/internals/log/LogSegment.java,storage/src/main/java/org/apache/kafka/storage/internals/log/LogLoader.java,0.6424,12,false,0.0000,0.0000,1.0000,0.1429,true,no_adv_retrieved,
Q21,How does the KRaft controller handle a topic-creation request and persist it to the metadata log?,CROSS_CUTTING,true,metadata/src/main/java/org/apache/kafka/controller/QuorumController.java,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,0.6724,12,false,0.0000,0.0000,0.0000,0.0000,false,expected_missing,
Q22,How does the broker delay a Produce request until enough replicas have acknowledged?,DIRECT_CONCEPT,true,core/src/main/scala/kafka/server/DelayedProduce.scala,core/src/main/scala/kafka/cluster/Replica.scala,0.6808,11,false,0.0000,0.0000,0.0000,0.0000,false,expected_missing,
Q23,How does the broker recover its log state from disk on startup?,DIRECT_CONCEPT,true,storage/src/main/java/org/apache/kafka/storage/internals/log/LogLoader.java,core/src/main/scala/kafka/log/LogManager.scala,0.6466,16,false,0.0000,0.0000,0.0000,0.0000,false,expected_missing,
Q24,How does the broker apply a record batch to update its in-memory metadata image?,BEHAVIOURAL,true,metadata/src/main/java/org/apache/kafka/image/MetadataDelta.java,metadata/src/main/java/org/apache/kafka/image/loader/MetadataBatchLoader.java,0.6595,11,false,0.0000,0.0000,0.0000,0.0000,false,expected_missing,
Q25,How does the broker manage the pool of fetcher threads pulling from leader replicas?,DIRECT_CONCEPT,true,core/src/main/scala/kafka/server/ReplicaFetcherManager.scala,core/src/main/scala/kafka/server/ReplicaManager.scala,0.6441,12,false,0.0000,0.0000,0.0000,0.0000,false,expected_missing,
Q26,How does the broker negotiate API versions with a connecting client?,BEHAVIOURAL,true,core/src/main/scala/kafka/server/ApiVersionManager.scala,core/src/main/scala/kafka/server/KafkaApis.scala,0.6434,12,false,0.0000,0.0000,0.0000,0.0000,false,expected_missing,
Q27,How are metadata-image updates broadcast to interested broker components?,CROSS_CUTTING,true,core/src/main/scala/kafka/server/metadata/BrokerMetadataPublisher.scala,core/src/main/scala/kafka/server/BrokerServer.scala,0.6240,12,false,0.0000,0.0000,0.0000,0.0000,false,expected_missing,
Q28,How does a Kafka broker gracefully shut down all its components?,ANTI_PATTERN,false,core/src/main/scala/kafka/server/BrokerServer.scala|core/src/main/scala/kafka/server/ReplicaManager.scala|core/src/main/scala/kafka/log/LogManager.scala|core/src/main/scala/kafka/coordinator/group/GroupCoordinator.scala|core/src/main/scala/kafka/network/SocketServer.scala,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,0.6669,12,false,0.0000,0.0000,1.0000,0.2000,,,
Q29,What happens inside a partition object when the controller assigns it a new leader?,BEHAVIOURAL,true,core/src/main/scala/kafka/cluster/Partition.scala,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,0.6772,12,false,0.0000,0.0000,0.0000,0.0000,false,expected_missing,
Q30,What information does the broker store to identify a single log offset within a segment?,DIRECT_CONCEPT,true,storage/src/main/java/org/apache/kafka/storage/internals/log/LogOffsetMetadata.java,storage/src/main/java/org/apache/kafka/storage/internals/log/LogSegments.java,0.6523,13,false,0.0000,0.0000,0.0000,0.0000,false,expected_missing,
